# Tetrahedron method
       -1.5329676970        0.0000000000
       -1.4792180802        0.0000000000
       -1.4254684634        0.0000000000
       -1.3717188465        0.0000000000
       -1.3179692297        0.0000000000
       -1.2642196128        0.0000000000
       -1.2104699960        0.0000000000
       -1.1567203791        0.0000000000
       -1.1029707623        0.0000000000
       -1.0492211455        0.0000000000
       -0.9954715286        0.0000000000
       -0.9417219118        0.0000000000
       -0.8879722949        0.0000000000
       -0.8342226781        0.0000000000
       -0.7804730612        0.0000000000
       -0.7267234444        0.0000000000
       -0.6729738276        0.0000000000
       -0.6192242107        0.0686476087
       -0.5654745939        0.1056419405
       -0.5117249770        0.1194049441
       -0.4579753602        0.1242625337
       -0.4042257433        0.1245608992
       -0.3504761265        0.1173531617
       -0.2967265097        0.2637025483
       -0.2429768928        0.2833185454
       -0.1892272760        0.2588134458
       -0.1354776591        0.2005261627
       -0.0817280423        0.1414052662
       -0.0279784254        0.1335467146
        0.0257711914        0.1474404593
        0.0795208082        0.1948836597
        0.1332704251        0.3397304584
        0.1870200419        0.6048070835
        0.2407696588        0.9720340056
        0.2945192756        1.1703643046
        0.3482688925        1.2773346731
        0.4020185093        1.5879780441
        0.4557681261        1.6387494186
        0.5095177430        1.6274505253
        0.5632673598        1.7404758834
        0.6170169767        1.8833188059
        0.6707665935        2.7274609501
        0.7245162103        2.8616611028
        0.7782658272        3.1489818430
        0.8320154440        3.6862331657
        0.8857650609        3.8415044761
        0.9395146777        4.2745649196
        0.9932642946        4.4384325099
        1.0470139114        4.0574378761
        1.1007635282        4.0042493028
        1.1545131451        4.5514436336
        1.2082627619        5.5384569845
        1.2620123788        5.6940115078
        1.3157619956        5.3730080847
        1.3695116125        6.4025918818
        1.4232612293        7.2577715870
        1.4770108461        7.7523659215
        1.5307604630        5.4966534282
        1.5845100798        6.1477185613
        1.6382596967        5.7995791725
        1.6920093135        5.6619372988
        1.7457589304        6.2562674392
        1.7995085472        7.1181490450
        1.8532581640        6.9627646655
        1.9070077809        7.0942266265
        1.9607573977        5.9649216571
        2.0145070146        4.9329282993
        2.0682566314        5.7719181277
        2.1220062483        3.9546521580
        2.1757558651        4.2057963437
        2.2295054819        5.5283469866
        2.2832550988        6.2586458185
        2.3370047156        9.3136116012
        2.3907543325        6.5157442706
        2.4445039493        6.7685761508
        2.4982535661        6.0470649351
